2269,F A TIJUANA CORONA,02044 - TIJ_TICN_CORONA_02044,TICN,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD. GENERAL GUSTAVO SALINAS,,11164,AVIACION,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1740,F A TIJUANA SEGUNDA,01727 - TIJ_TISE_SEGUNDA_01727,TISE,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,2DA BENITO JUAREZ,,1905 ,ZONA CENTRO,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1917,F A TIJUANA CASA BLANCA,01792 - TIJ_TICB_CASA BLANCA_01792,TICB,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,CAL. FRANCISCO JAVIER MINA,,4423,LAS MISIONES,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1898,F A TIJUANA CENTRO INTER,01777 - TIJ_TIIN_CENTRO INTER_01777,TIIN,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,AAAAA,,A,SIN COLONIA BC,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1892,F A TIJUANA 5TA CONSTITUCION,01775 - TIJ_TIQU_5TA CONSTITUCION_01775,TIQU,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,AAAAA,,A,SIN COLONIA BC,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1569,F A TIJUANA DEL PRADO 5 Y 10,01486 - TIJ_TIDR_DEL  PRADO  5 Y 10 _01486,TIDR,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,AVENIDA A,,5546 ,LA ESMERALDA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1573,F A TIJUANA PLUTARCO ELIAS CALLES,01426 - TIJ_TIPE_PLUTARCO ELIAS CALLES_01426,TIPE,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,11 PLUTARCO ELIAS CALLES,,9026 ,ZONA ESTE,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1572,F A TIJUANA GOMEZ,01454 - TIJ_TIEZ_GOMEZ_01454,TIEZ,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,CARRETERA TIJUANA ENSENADA,,3577,FRANCISCO Y MADERO SUR,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1742,F A TIJUANA PINOS,01729 - TIJ_TIPI_PINOS_01729,TIPI,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,BLVD GUSTAVO DIAZ ORDAZ,,16993-E,LOS PINOS DE NARES,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1744,F A TIJUANA SANTA FE,01731 - TIJ_TISF_SANTA FE_01731,TISF,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD SANTA FE,,6128,VILLA RESIDENCIAL SANTA FE,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1746,F A TIJUANA DAVILA,01733 - TIJ_TIDA_DAVILA_01733,TIDA,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,AV 16 DE SEPTIEMBRE,,1100 ,DAVILA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1747,F A TIJUANA PRIMERA,01734 - TIJ_TIPR_PRIMERA_01734,TIPR,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,AVE. CONSTITUCION,4G,706,ZONA CENTRO,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1782,F A TIJUANA CHAPULTEPEC,01503 - TIJ_TICC_CHAPULTEPEC_01503,TICC,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,C GENERAL RICARDO FLORES MAGON,,8092 ,ZONA CENTRO,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1783,F A TIJUANA LLANTERA,01655 - TIJ_TILL_LLANTERA_01655,TILL,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD AGUA CALIENTE,,9236 ,ZONA ESTE,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1679,F A TIJUANA DEL RISCO,01666 - TIJ_TIRI_DEL RISCO_01666,TIRI,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,AV PASEO ENSENADA,,596 ,PLAYAS DE TIJUANA SECCION JARDINES,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1678,F A TIJUANA LOPEZ PORTILLO,01605 - TIJ_TILP_LOPEZ PORTILLO_01605,TILP,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,PRESIDENTE JOSE LOPEZ PORTILLO,5B,19301,NUEVA TIJUANA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1736,F A TIJUANA SOLER,01723 - TIJ_TISL_SOLER_01723,TISL,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,C. HERACLEO BERNAL,,875 4 G,SOLER,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1738,F A TIJUANA BRISAS,01725 - TIJ_TIBR_BRISAS_01725,TIBR,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,BLVD DIAZ ORDAZ,,1320 ,LAS BRISAS,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1739,F A TIJUANA HEROES,01726 - TIJ_TIHE_HÉROES_01726,TIHE,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,C PASEO DE LOS HEROES,,9250,ZONA URBANA RIO TIJUANA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1741,F A TIJUANA BELLAS ARTES,01728 - TIJ_TIBA_BELLAS ARTES_01728,TIBA,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,AV  BELLAS ARTES,25,19950 25,NUEVA TIJUANA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1803,F A TIJUANA MARRON,01754 - TIJ_TIMR_MARRON_01754,TIMR,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD SANCHEZ TABOADA,,1600,ZONA URBANA RIO TIJUANA,,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1804,F A TIJUANA TORRES,01752 - TIJ_TITO_TORRES_01752,TITO,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD AGUA CALIENTE,29,4558,AVIACION,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1805,F A TIJUANA CARROUSEL,01753 - TIJ_TICR_CARROUSEL_01753,TICR,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD DIAZ ORDAZ,L2B64AY65A,15602,FRACC LAS BRISAS,,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1806,F A TIJUANA OTAY,01755 - TIJ_TIOT_OTAY_01755,TIOT,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,CZDA TECNOLOGICO,,103,OTAY UNIVERSIDAD,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1807,F A TIJUANA TOREO,01756 - TIJ_TITR_TOREO_01756,TITR,Cerrada,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,GOBERNADOR LUGO,LOCAL 114,3003,AMERICA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1644,F A TIJUANA PENINSULA,01650 - TIJ_TIPN_PENINSULA_01650,TIPN,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD INSURGENTES,,15125 ,LOS ALAMOS,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1567,F A TIJUANA CASTRO,01479 - TIJ_TICA_CASTRO_01479,TICA,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD GUSTAVO DIAZ ORDAZ,,15492 ,CASTRO,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1570,F A TIJUANA ERMITA,01400 - TIJ_TIER_ERMITA_01400,TIER,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BOULEVARD GUSTAVO DIAZ ORDAZ,,13880 ,DIMENSTEIN,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1574,F A TIJUANA SOLEDAD,01527 - TIJ_TISO_SOLEDAD_01527,TISO,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD. CUCAPAH,,24313 ,VALLE VERDE,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1575,F A TIJUANA VOLCANES,01526 - TIJ_TIVO_VOLCANES_01526,TIVO,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD GENERAL LAZARO CARDENAS,,5051 ,LA MESA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1566,F A TIJUANA BENITEZ,01501 - TIJ_TIBE_BENITEZ_01501,TIBE,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,ERMITA NORTE,,4073 ,LOS ESPAÑOLES,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1568,F A TIJUANA CONSTITUCION HILTON,01465 - TIJ_TICH_CONSTITUCION HILTON_01465,TICH,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,AV CONSTITUCION,,990,ZONA CENTRO,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1571,F A TIJUANA GOBERNADOR LUGO,01398 - TIJ_TIGL_GOBERNADOR LUGO_01398,TIGL,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,C. GOBERNADOR LUGO,,9702 ,AMERICA,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
1620,F A TIJUANA MATAMOROS,01504 - TIJ_TIMT_MATAMOROS_01504,TIMT,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,CAM LEONA VICARIO,,7601 ,MARIANO MATAMOROS NORTE,TIJUANA,BAJA CALIFORNIA,TIJUANA,PROVINCIA,NORTE
2153,F A TIJUANA JUAREZ,01939 - TIJ_TIJU_JUAREZ_01939,TIJU,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,S,BLVD. BENITO JUAREZ,B,340,VILLA TURISTICA,PLAYAS DEL ROSARITO,BAJA CALIFORNIA,PLAYAS DE ROSARITO,PROVINCIA,NORTE
1737,F A TIJUANA ROSARITO,01724 - TIJ_TIRO_ROSARITO_01724,TIRO,Abierta,TIJUANA,TIJUANA,1,FARMACIAS DEL AHORRO,N,BLVD BENITO JUAREZ,,984-18,PLAZA COMERCIAL EJIDO MAZATLAN,PLAYAS DE ROSARITO,BAJA CALIFORNIA,PLAYAS DE ROSARITO,PROVINCIA,NORTE
2343,F A MEXICALI RIO CHAMPOTON,02105 - MLI_MLRC_RIO CHAMPOTON_02105,MLRC,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA GENERAL LAZARO CARDENAS,,3719,DIEZ DIVISION DOS,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2328,F A MEXICALI VILLAFONTANA,02089 - MLI_MLVF_VILLAFONTANA _02089,MLVF,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA GENERAL LAZARO CARDENAS,,1271,VILLAFONTANA,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2372,F A MEXICALI ANAHUAC,02142 - MLI_MLAH_ANAHUAC_02142,MLAH,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,LOTES 3334 Y 35 DE LA MZA,,S/N,JARDINES DEL LAGO,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2375,F A MEXICALI GLORIETA CABALLITO,02141 - MLI_MLGC_GLORIETA CABALLITO_02141,MLGC,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,LOTE 1Y 2 MANZANA 1,,S/N,INDUSTRIAL,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2376,F A MEXICALI CENTRAL CAMIONERA,02140 - MLI_MLCC_CENTRAL CAMIONERA_02140,MLCC,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,LOTE 3A MANZANA 1,,S/N,ZACATECAS,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2377,F A MEXICALI INDEPENDENCIA,02145 - MLI_MLIN_INDEPENDENCIA_02145,MLIN,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA INDEPENDENCIA,,314,INSURGENTES ESTE,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2379,F A MEXICALI GALERIAS COFIASA,02143 - MLI_MLGF_GALERIAS COFIASA_02143,MLGF,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA CONTINENTE,,2225,EL PORVENIR,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2380,F A MEXICALI EJIDO PUEBLA,02146 - MLI_MLEP_EJIDO PUEBLA_02146,MLEP,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA GUSTAVO VILDO,,3568,DIEZ DIVISION DOS,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2363,F A MEXICALI LAGO POOPO,02128 - MLI_MLLP_LAGO POOPO_02128,MLLP,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA LAZARO CARDENAS,,975,JARDINES DEL LAGO AMPLIACION,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2364,F A MEXICALI 18 DE MARZO,02129 - MLI_ML18_18 DE MARZO_02129,ML18,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,18 DE MARZO,,798,CARBAJAL,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2365,F A MEXICALI RIO PRESIDIO,02130 - MLI_MLRP_RIO PRESIDIO_02130,MLRP,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA LAZARO CARDENAS,,1301,INDEPENDENCIA,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2354,F A MEXICALI MADERO B,02121 - MLI_MLMB_MADERO B_02121,MLMB,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,AV FRANCISCO I. MADERO,,958,SEGUNDA SECCION,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2355,F A MEXICALI XOCHIMILCO,02120 - MLI_MLXO_XOCHIMILCO_02120,MLXO,Cerrada,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALLE DEL PAJAR,,549,GRAN HACIENDA,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2339,F A MEXICALI JUSTO SIERRA,02108 - MLI_MLJS_JUSTO SIERRA _02108,MLJS,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,CALZADA JUSTO SIERRA,,901,JUSTO SIERRA,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
2342,F A MEXICALI ISLAS AGRARIAS,02110 - MLI_MLIS_ISLAS AGRARIAS_02110,MLIS,Por Aperturar,MEXICALI,MEXICALI,1,FARMACIAS DEL AHORRO,S,BOULEVAR ISLAS AGRARIAS,,2288,CALLES,MEXICALI,BAJA CALIFORNIA,MEXICALI,PROVINCIA,NORTE
1561,F A CAMPECHE ESCARCEGA,01560 - CAM_CPEC_ESCARCEGA_01560,CPEC,Abierta,ESCARCEGA,CAMPECHE,1,FARMACIAS DEL AHORRO,S,30,,S/N,CENTRO,ESCARCEGA,CAMPECHE,ESCARCEGA,PROVINCIA,SURESTE
1303,F A CAMPECHE ESCARCEGA         F,,FESC,Cerrada,CAMPECHE,CAMPECHE,162,FRANQ. ASOLAMY,N,AVENIDA JUSTO SIERRA MENDEZ,,129,MORELOS,ESCARCEGA,CAMPECHE,ESCARCEGA,PROVINCIA,SURESTE
1304,F A CAMPECHE CHAMPOTON         F,,FCHA,Cerrada,CAMPECHE,CAMPECHE,163,FRANQ. CHAMPOTON,N,CALLE 32,,15,CHAMPOTON CENTRO,CHAMPOTON,CAMPECHE,CHAMPOTON,PROVINCIA,SURESTE
1497,F A CAMPECHE CHAMPOTON,01469 - CAM_CPCH_CHAMPOTON_01469,CPCH,Abierta,CHAMPOTON,CAMPECHE,1,FARMACIAS DEL AHORRO,N,CALLE 32,,15,CENTRO,CHAMPOTON,CAMPECHE,CHAMPOTON,PROVINCIA,SURESTE
1467,F A CD. DEL CARMEN CAMARON,01434 - CAM_CPCM_CAMARON_01434,CPCM,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,N,AV. JUAREZ CALLE 56,LOC. 1-2-3,S/N,JUSTO SIERRA,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
2116,F A CAMPECHE MERCADO,01895 - CAM_CPME_MERCADO_01895,CPME,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,S,CALLE 41,,4,CENTRO,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
2196,F A CAMPECHE 55 CARMEN,01978 - CAM_CP55_55 CARMEN_01978,CP55,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. PERIFERICA NORTE,,152,OBRERA,CAMPECHE,CAMPECHE,CARMEN,PROVINCIA,SURESTE
1464,F A CD. DEL CARMEN RELOJ,01436 - CAM_CPRL_RELOJ_01436,CPRL,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV 10 DE JULIO,S/N,275,FRANCISCO I MADERO,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
1465,F A CD. DEL CARMEN PUERTO PROGRESO,01435 - CAM_CPPP_PUERTO PROGRESO_01435,CPPP,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,N,PUERTO PROGRESO,,83,VOLCANES,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
1466,F A CD. DEL CARMEN CARMEN,01437 - CAM_CPCR_CARMEN_01437,CPCR,Abierta,CD DEL CARMEN,CAMPECHE,1,FARMACIAS DEL AHORRO,N,CALLE 35,,48 B C,CENTRO,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
903,F A CD. DEL CARMEN RELOJ   F,,F0RR,Cerrada,CD DEL CARMEN,CAMPECHE,41,FRANQ. CD DEL CARMEN,N,AVENIDA 10 JULIO,,275,FRANCISCO I MADERO,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
460,F A CD. DEL CARMEN CARMEN                       F,,F0CA,Cerrada,CD DEL CARMEN,CAMPECHE,41,FRANQ. CD DEL CARMEN,N,CALLE 35 ENTRE CALLE 32 Y CALLE 34,,56,CIUDAD DEL CARMEN CENTRO,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
714,F A CD. DEL CARMEN PUERTO PROGRESO              F,,F0PP,Cerrada,CD DEL CARMEN,CAMPECHE,41,FRANQ. CD DEL CARMEN,N,AV PUERTO PROGRESO,,83,VOLCANES,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
501,F A CD. DEL CARMEN CAMARON                      F,,F0C2,Cerrada,CD DEL CARMEN,CAMPECHE,41,FRANQ. CD DEL CARMEN,N,AV JUAREZ,LOC 1-2-3,S/N,JUSTO SIERRA,CIUDAD DEL CARMEN,CAMPECHE,CARMEN,PROVINCIA,SURESTE
1937,F A CAMPECHE UNIVERSIDAD,01244 - CAM_CPUN_UNIVERSIDAD_01244,CPUN,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,A,,A ,BOSQUES DE CAMPECHE,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1925,F A CAMPECHE CENTRO,01121 - CAM_CPCE_CENTRO_01121,CPCE,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,A,,A ,SAN FRANCISCO DE CAMPECHE  CENTRO.,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1957,F A CAMPECHE 16 DE SEPTIEMBRE,01795 - CAM_CPSE_16 DE SEPTIEMBRE_01795,CPSE,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. 16 DE SEPTIEMBRE,,51,BARRIO DE GUADALUPE,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2333,F A CAMPECHE CAMPECHE,01986 - CAM_CPBB_CAMPECHE_01986,CPBB,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,PROLONGACION CALLE 51,,S/N,AREA AH KIM PECH SECTOR FUNDAD,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1243,F A CAMPECHE PUERTA DE MAR,01118 - CAM_CPPM_PUERTA DE MAR_01118,CPPM,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,CALLE 59,,1,CENTRO,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1969,F A CAMPECHE VERACRUZ,01780 - CAM_CPVR_VERACRUZ_01780,CPVR,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,VERACRUZ,,212,SANTA ANA,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1942,F A CAMPECHE HOSPITAL (CANCELADA),01314 - CAM_CPHS_HOSPITAL_01314,CPHS,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,A,,A,NO DEFINIDA CAMPECHE,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2113,F A CAMPECHE AVIACION,01886 - CAM_CPAV_AVIACION_01886,CPAV,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. HIDALGO,,166,FRAC BELLO HORIZONTE,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1975,F A CAMPECHE XIMBAL,01813 - CAM_CPXI_XIMBAL_01813,CPXI,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. LAZARO CARDENAS,,S/N,FLOR DE LIMON,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2114,F A CAMPECHE COLOSIO,01887 - CAM_CPCL_COLOSIO_01887,CPCL,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. LUIS DONALDO COLOSIO,L 28,56,FRACC SAN JUAN,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2115,F A CAMPECHE SANTA LUCIA,01888 - CAM_CPSL_SANTA LUCIA_01888,CPSL,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV. AVIACION,,47,BARRIO DE SANTA LUCIA,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1910,F A CAMPECHE ALDAMA,01797 - CAM_CPAL_ALDAMA_01797,CPAL,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,ALDAMA,,142 ,JUSTICIA SOCIAL,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2214,F A CAMPECHE MALECON,01991 - CAM_CPMA_MALECON_01991,CPMA,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,PROLONGACION CALLE 51,,S/N,AREA AH KIM PECH SECTOR FUNDAD,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1008,F A CAMPECHE CASA DE JUSTICIA,00907 - CAM_CPCJ_CASA DE JUSTICIA_00907,CPCJ,Cerrada,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AVENIDA PATRICIO TRUEBA Y REGIL,,SN ,SAN RAFAEL,SAN FRANCISCO DE CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
1016,F A CAMPECHE LOPEZ MATEOS,00906 - CAM_CPLM_LOPEZ MATEOS_00906,CPLM,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,ADOLFO LOPEZ MATEOS,,2,SAN ROMAN,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
992,F A CAMPECHE PEÑA,00898 - CAM_CPPE_PEÑA_00898,CPPE,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AV CIRCUITO CONSTITUCION,,19,PEÑA,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
971,F A CAMPECHEGOBERNADORES,00882 - CAM_CPGO GOBERNADORES_00882,CPGO,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,N,AVENIDA GOBERNADORES,,587,SANTA ANA,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
972,F A CAMPECHE ARGENTINA,00894 - CAM_CPAR ARGENTINA_00894,CPAR,Abierta,CAMPECHE,CAMPECHE,1,FARMACIAS DEL AHORRO,S,AVENIDA GOBERNADORES,,451,SANTA ANA,CAMPECHE,CAMPECHE,CAMPECHE,PROVINCIA,SURESTE
2217,F A TUXTLA YAJALON,02006 - TUX_TXYN_YAJALON_02006,TXYN,Abierta,YAJALON,TUXTLA,1,FARMACIAS DEL AHORRO,N,AVENIDA CENTRAL,,1,CENTRO,YAJALON,CHIAPAS,YAJALON,PROVINCIA,SURESTE
1055,F A YAJALON ISSTECH YAJALON         C,00959 - TUI_TXIN_ISSTECH YAJALON_00959,TXIN,Cerrada,YAJALON,TUXTLA,1,FARMACIAS DEL AHORRO,N,CARRETERA YAJALON - CHILON,,KM 2,CENTRO,,CHIAPAS,YAJALON,PROVINCIA,SURESTE
1143,F A YAJALON YAJALON F,,FYAJ,Cerrada,YAJALON,TUXTLA,117,FRANQ. COMITAN,N,AV CENTRAL,,1 ,SAN MIGUEL,NO ASIGNADA,CHIAPAS,YAJALON,PROVINCIA,SURESTE
2190,F A TUXTLA 14 PONIENTE,01960 - TUX_TX14_14 PONIENTE_01960,TX14,Abierta,VILLAFLORES,TUXTLA,1,FARMACIAS DEL AHORRO,S,14 CALLE PONIENTE,,235,CENTRO,VILLAFLORES,CHIAPAS,VILLAFLORES,PROVINCIA,SURESTE
